number,name,link,tob,cate,season,situation,gender,tag,attr,nouns
1830,쿠어(COOR) 오버핏 울 가디건 (블랙),https://store.musinsa.com/app/goods/1795629,top,Cardigan,winter,formal,공용,가디건 오버핏 가을아우터 기본가디건 니트 10% 쿠어니트컬렉션,Female Long Sleeved,쿠어 가디건 블랙 가디건 가을 아우 터 기본 가디건 니트 쿠어 니트 컬렉션 
1831,라퍼지스토어(LAFUDGESTORE) 울 니트 가디건 자켓_Midnight blue,https://store.musinsa.com/app/goods/2293204,top,Cardigan,winter,formal,남,,Female Jackets,라 퍼지 스토어 니트 가디건 
1832,블론드나인(BLOND9) 쓰리 라인즈 니트 가디건_블랙,https://store.musinsa.com/app/goods/880456,top,Cardigan,winter,formal,여,가디건 니트가디건 오버핏 가을아우터 기본가디건 니트 루즈핏가디건,Female Long Sleeved,블론드 나인 쓰리 니트 가디건 블랙 가디건 니트 가디건 가을 아우 터 기본 가디건 니트 
1833,커스텀어클락(COSTUME O’CLOCK) 소프트 베이직 가디건 오트밀,https://store.musinsa.com/app/goods/1130211,top,Cardigan,winter,formal,남,가디건 니트가디건 카디건 니트컬렉션,Female Long Sleeved,소프트 베이직 가디건 오트밀 가디건 니트 가디건 카디건 니트 컬렉션 
1834,에스피오나지(ESPIONAGE) Miller Heavyweight Cardigan Dust,https://store.musinsa.com/app/goods/1608372,top,Cardigan,winter,formal,남,니트가디건 스웨터가디건 카디건 가디건 니트 헤리티지,Female,니트 가디건 스웨터 가디건 카디건 가디건 니트 헤리티지 
1835,무신사 스탠다드(MUSINSA STANDARD) 미니멀 가디건 [베이지],https://store.musinsa.com/app/goods/2100442,top,Cardigan,winter,formal,남,레귤러핏 V넥 기본니트 니트컬렉션 환절기아우터,Female Long Sleeved,신사 미니 멀 가디건 기본 니트 니트 컬렉션 환절기 아우 터 
1836,에스피오나지(ESPIONAGE) Miller Heavyweight Cardigan Navy,https://store.musinsa.com/app/goods/2172006,top,Cardigan,winter,formal,남,가디건 니트가디건 카디건 니트 오버핏니트 21FW컬렉션,Long Sleeved,가디건 니트 가디건 카디건 니트 컬렉션 
1837,꼼파뇨(CPGN STUDIO) 헤비오버핏 램스울 가디건 블랙,https://store.musinsa.com/app/goods/918037,top,Cardigan,winter,formal,공용,가디건 램스울 오버핏 오버핏가디건 울가디건 3합,Female Long Sleeved,파 뇨 가디건 블랙 가디건 울 가디건 합 
1838,세터(SATUR) 파로 오버 사이즈 부클 가디건 세이지 그린,https://store.musinsa.com/app/goods/2357957,top,Cardigan,winter,formal,공용,니트 가디건 아우터 자켓 카라니트 카디건 깡스타일리스트PICK,,세터 파로 오버 사이즈 부 가디건 세이지 그린 니트 가디건 아우 터 카라 니트 카디건 깡 스타일 리스트 
1839,네스티팬시클럽(NASTY FANCY CLUB) [NF] FANCY TIE DYE CROP CARDIGAN TEE (BLUE)(20SS-F518),https://store.musinsa.com/app/goods/1306920,top,Cardigan,winter,formal,여,,Female Short Sleeves,네스티 팬시 클럽 
1840,엘무드(LMOOD) 오디너리 크롭 가디건 클라우드,https://store.musinsa.com/app/goods/2322094,top,Cardigan,winter,formal,남,미니멀 크롭 니트 남자가디건 브이넥 오버핏 숏 22S/S컬렉션,Female Long Sleeved,엘 무드 가디건 클라우드 미니 멀 니트 남자 가디건 숏 컬렉션 
1841,시그니처(SIGNATURE) 라운드 니트 가디건[블랙],https://store.musinsa.com/app/goods/2123971,top,Cardigan,winter,formal,남,니트가디건 니트 라운드가디건 오버핏가디건 오버핏니트 가디건 남자가디건,Female Long Sleeved,시 그니 처 라운드 니트 가디건 블랙 니트 가디건 니트 라운드 가디건 가디건 남자 가디건 
1842,커스텀어클락(COSTUME O’CLOCK) 소프트 베이직 가디건 네이비,https://store.musinsa.com/app/goods/498044,top,Cardigan,winter,formal,남,가디건 니트 카디건 니트컬렉션,Female Long Sleeved,소프트 베이직 가디건 이비 가디건 니트 카디건 니트 컬렉션 
1843,니티드(KNITTED) 소프트코튼 와플 라인 가디건 NAVY,https://store.musinsa.com/app/goods/711388,top,Cardigan,winter,formal,공용,가디건 카디건 니트 남자가디건 스웨터 니트컬렉션,Long Sleeved Male Printed,티 드 소프트 코트 와플 라인 가디건 가디건 카디건 니트 남자 가디건 스웨터 니트 컬렉션 
1844,엘무드(LMOOD) 화란 세미오버 가디건 차콜,https://store.musinsa.com/app/goods/1139195,top,Cardigan,winter,formal,공용,미니멀 화란 오버핏가디건 울가디건 오버핏 카디건 루즈핏,Female Long Sleeved,엘 무드 화란 세미 오버 가디건 차 콜 미니 멀 화란 울 가디건 카디건 
1845,니티드(KNITTED) 벌키 브러쉬 아가일 가디건 DARK BLACK,https://store.musinsa.com/app/goods/1810863,top,Cardigan,winter,formal,공용,가디건 남자가디건 니트 아우터 스웨터 아가일 패턴,Female,티 드 벌 아가 일 가디건 가디건 남자 가디건 니트 아우 터 스웨터 아가 일 패턴 
1846,노이아고(NOIAGO) NOI301 하이넥 믹스 가디건 (블랙),https://store.musinsa.com/app/goods/1773782,top,Cardigan,winter,formal,여,니트가디건 스웨터 여자가디건 가디건 니트 카디건 스웨터가디건,Long Sleeved Male Round Neck,노 이 아고 301 믹스 가디건 블랙 니트 가디건 스웨터 여자 가디건 가디건 니트 카디건 스웨터 가디건 
1847,블론드나인(BLOND9) 베이직 니트 가디건_네이비,https://store.musinsa.com/app/goods/1149125,top,Cardigan,winter,formal,여,가디건 니트 니트가디건 오버핏 가을아우터 루즈핏가디건,Female Long Sleeved,블론드 나인 베이직 니트 가디건 이비 가디건 니트 니트 가디건 가을 아우 터 
1848,무신사 스탠다드(MUSINSA STANDARD) 우먼즈 린넨 블렌드 가디건 [아이보리],https://store.musinsa.com/app/goods/2448861,top,Cardigan,winter,formal,여,환절기아우터 카디건 레귤러핏 브이넥 기본가디건 무신사스탠다드우먼즈,Female Long Sleeved Round Neck White,신사 린네 가디건 아이보리 환절기 아우 터 카디건 기본 가디건 
1849,무신사 스탠다드(MUSINSA STANDARD) 우먼즈 린넨 블렌드 가디건 [네이비],https://store.musinsa.com/app/goods/2448864,top,Cardigan,winter,formal,여,환절기아우터 카디건 레귤러핏 브이넥 기본가디건 무신사스탠다드우먼즈,Female Long Sleeved,신사 린네 가디건 이비 환절기 아우 터 카디건 기본 가디건 
1850,라퍼지스토어(LAFUDGESTORE) 울 니트 가디건 자켓_Gray,https://store.musinsa.com/app/goods/2293206,top,Cardigan,winter,formal,남,,Female,라 퍼지 스토어 니트 가디건 
1851,무신사 스탠다드(MUSINSA STANDARD) 우먼즈 린넨 블렌드 가디건 [라이트 베이지],https://store.musinsa.com/app/goods/2448862,top,Cardigan,winter,formal,여,환절기아우터 카디건 레귤러핏 브이넥 기본가디건 무신사스탠다드우먼즈,Blouses Chiffon Female Long Sleeved Peplum White,신사 린네 가디건 라이트 베이지 환절기 아우 터 카디건 기본 가디건 
1852,무신사 스탠다드(MUSINSA STANDARD) 우먼즈 린넨 블렌드 가디건 [블랙],https://store.musinsa.com/app/goods/2448863,top,Cardigan,winter,formal,여,환절기아우터 카디건 레귤러핏 브이넥 기본가디건 무신사스탠다드우먼즈,Blouses Chiffon Female Long Sleeved Peplum,신사 린네 가디건 블랙 환절기 아우 터 카디건 기본 가디건 
1853,시티브리즈(CITY BREEZE) [22SS] 퍼프 반팔 크롭 가디건_BLACK,https://store.musinsa.com/app/goods/2362560,top,Cardigan,winter,formal,여,,Female Long Sleeved,퍼프 반팔 가디건 
1854,드로우핏(DRAW FIT) 에어리 카라 하프 니트 가디건 [GREEN],https://store.musinsa.com/app/goods/2510239,top,Cardigan,winter,formal,남,반팔니트 니트반팔 반팔가디건 가디건 니트가디건 가디건니트 니트,Short Sleeves,에어리 카라 하프 니트 가디건 반팔 니트 니트 반팔 반팔 가디건 가디건 니트 가디건 가디건 니트 니트 
1855,커스텀어클락(COSTUME O’CLOCK) 소프트 베이직 가디건 베이지,https://store.musinsa.com/app/goods/609229,top,Cardigan,winter,formal,남,가디건 니트 무신사단독 스웨터 카디건 니트컬렉션,Female Long Sleeved,소프트 베이직 가디건 베이지 가디건 니트 신사 단독 스웨터 카디건 니트 컬렉션 
1856,케이엔드(KND) 아가일 체커보드 루즈핏 카라 니트 가디건 베이지,https://store.musinsa.com/app/goods/2526144,top,Cardigan,winter,formal,남,시티보이 여름니트 카라니트 여름가디건 반팔니트 니트반팔 아가일,Blouses Chiffon Female Round Neck Short Sleeves White,케이 엔드 아가 일 체커 보드 카라 니트 가디건 베이지 시티 보이 여름 니트 카라 니트 여름 가디건 반팔 니트 니트 반팔 아가 일 
1857,케이엔드(KND) 아가일 체커보드 루즈핏 카라 니트 가디건 블랙,https://store.musinsa.com/app/goods/2526145,top,Cardigan,winter,formal,남,시티보이 여름니트 여름가디건 아가일 니트반팔 카라니트 반팔니트,Female Furry Long Sleeved,케이 엔드 아가 일 체커 보드 카라 니트 가디건 블랙 시티 보이 여름 니트 여름 가디건 아가 일 니트 반팔 카라 니트 반팔 니트 
1858,꼼파뇨(CPGN STUDIO) 헤비오버핏 램스울 가디건 오트밀,https://store.musinsa.com/app/goods/1214808,top,Cardigan,winter,formal,여,가디건 남녀공용 램스울 오버핏 울가디건 카디건,Female Long Sleeved,파 뇨 가디건 오트밀 가디건 남녀 공용 울 가디건 카디건 
1859,블론드나인(BLOND9) 램스울 브이넥 가디건_블루,https://store.musinsa.com/app/goods/2538967,top,Cardigan,winter,formal,남,,Collared Female Long Sleeved,블론드 나인 가디건 블루 
1860,블론드나인(BLOND9) 램스울 브이넥 가디건_스카이블루,https://store.musinsa.com/app/goods/2538970,top,Cardigan,winter,formal,남,,Collared Female Long Sleeved,블론드 나인 가디건 스카이 블루 
1861,블론드나인(BLOND9) 램스울 브이넥 가디건_네이비,https://store.musinsa.com/app/goods/2538982,top,Cardigan,winter,formal,남,,Female Long Sleeved,블론드 나인 가디건 이비 
1862,와이더블유젯(YWZ) 넥 포인트 가디건 세트,https://store.musinsa.com/app/goods/2538336,top,Cardigan,winter,formal,여,니트웨어 니트 카디건 니트가디건 여름니트 반팔니트 여름가디건,Female,포인트 가디건 세트 니트웨어 니트 카디건 니트 가디건 여름 니트 반팔 니트 여름 가디건 
1863,블론드나인(BLOND9) 램스울 브이넥 가디건_핑크,https://store.musinsa.com/app/goods/2538964,top,Cardigan,winter,formal,남,,Blouses Chiffon Female Long Sleeved Round Neck,블론드 나인 가디건 핑크 
1864,카미노 스트릿(CAMINO STREET) 22 SS V넥 숏 가디건 (그레이),https://store.musinsa.com/app/goods/2539540,top,Cardigan,winter,formal,여,,Female Long Sleeved Round Neck,카미노 숏 가디건 그레이 
1865,제이리움(JRIUM) 코튼 집업 립 카라 니트 라이트그레이,https://store.musinsa.com/app/goods/2538137,top,Cardigan,winter,formal,여,,Blouses Chiffon Female Long Sleeved Round Neck,코트 집 업 립 카라 니트 라이트 그레이 
1866,제이리움(JRIUM) 코튼 집업 립 카라 니트 네이비,https://store.musinsa.com/app/goods/2538139,top,Cardigan,winter,formal,여,,Blouses Chiffon Collared Female Long Sleeved Peplum,코트 집 업 립 카라 니트 이비 
1867,제이리움(JRIUM) 코튼 집업 립 카라 니트 오프화이트,https://store.musinsa.com/app/goods/2538140,top,Cardigan,winter,formal,여,,Blouses Chiffon Female Long Sleeved Peplum,코트 집 업 립 카라 니트 오프 화이트 
1868,에잇세컨즈(8SECONDS) 베이지 리브 칼라넥 반팔 카디건 (32255AJY1A),https://store.musinsa.com/app/goods/2539965,top,Cardigan,winter,formal,여,,Female,에잇세컨즈 베이지 반팔 카디건 
1869,에잇세컨즈(8SECONDS) 아이보리 브이넥 반팔 풀오버 카디건 (42255ALY10),https://store.musinsa.com/app/goods/2540173,top,Cardigan,winter,formal,남,42255ALY10,Female Long Sleeved,에잇세컨즈 아이보리 반팔 풀 오버 카디건 10 
1870,에잇세컨즈(8SECONDS) 네이비 리브 칼라넥 반팔 카디건 (32255AJY1R),https://store.musinsa.com/app/goods/2539966,top,Cardigan,winter,formal,여,32255AJY1R,Black Female Long Sleeved,에잇세컨즈 이비 반팔 카디건 
1871,에잇세컨즈(8SECONDS) 브라운 멀티 스트라이프 저지 티셔츠 (322542FY1D),https://store.musinsa.com/app/goods/2539967,top,Cardigan,winter,formal,여,,Short Sleeves,에잇세컨즈 브라운 멀티 스트라이프 저지 티셔츠 1D 
1872,에잇세컨즈(8SECONDS) 블랙 레이스 반팔 카디건 (322565FY15),https://store.musinsa.com/app/goods/2539964,top,Cardigan,winter,formal,여,322565FY15,Female Long Sleeved,에잇세컨즈 블랙 레이스 반팔 카디건 15 
1873,에잇세컨즈(8SECONDS) 스카이 블루 테리 칼라넥 반팔 카디건 (21255ADY1Q),https://store.musinsa.com/app/goods/2540182,top,Cardigan,winter,formal,남,,Female Printed Round Neck Short Sleeves,에잇세컨즈 스카이 블루 테리 반팔 카디건 
1874,에잇세컨즈(8SECONDS) 네이비 배색 반팔 카디건 (32255AJY3R),https://store.musinsa.com/app/goods/2539969,top,Cardigan,winter,formal,여,,Long Sleeved Neutral,에잇세컨즈 이비 배색 반팔 카디건 
1875,에잇세컨즈(8SECONDS) 네이비 배색 반팔 카디건 (35245AIQ2R),https://store.musinsa.com/app/goods/2539971,top,Cardigan,winter,formal,여,35245AIQ2R,Female Long Sleeved,에잇세컨즈 이비 배색 반팔 카디건 
1876,에잇세컨즈(8SECONDS) 블랙 브이넥 반팔 풀오버 카디건 (42255ALY15),https://store.musinsa.com/app/goods/2540175,top,Cardigan,winter,formal,남,,Female Long Sleeved,에잇세컨즈 블랙 반팔 풀 오버 카디건 
1877,후아유(WHOAU) 스티브 V넥 가디건 WHCKC1101U,https://store.musinsa.com/app/goods/2279020,top,Cardigan,winter,formal,남,22스프링컬렉션,Female Long Sleeved,후아유 스티브 가디건 스프링 컬렉션 
1878,에잇세컨즈(8SECONDS) 아이보리 배색 라운드넥 반팔 카디건 (32255AJY30),https://store.musinsa.com/app/goods/2539968,top,Cardigan,winter,formal,여,,Female Long Sleeved Round Neck,에잇세컨즈 아이보리 배색 반팔 카디건 
1879,드로우핏(DRAW FIT) 에어리 카라 하프 니트 가디건 [BLACK],https://store.musinsa.com/app/goods/2510237,top,Cardigan,winter,formal,남,반팔니트 니트반팔 반팔가디건 가디건 니트가디건 가디건니트 니트,Collared Long Sleeved Male Short Sleeves,에어리 카라 하프 니트 가디건 반팔 니트 니트 반팔 반팔 가디건 가디건 니트 가디건 가디건 니트 니트 
1880,콜릿(KOLEAT) WOMEN 미디 크롭 슬림 플리츠 반팔티 가디건 [BLACK] 반팔 크롭티,https://store.musinsa.com/app/goods/1974944,top,Cardigan,winter,formal,여,반팔 반팔티 크롭 크롭티 가디건 반바지 여름가디건,Female Long Sleeved Short Sleeves,미 디 슬림 리츠 반팔 티 가디건 반팔 반팔 티 가디건 반바지 여름 가디건 
1881,오디너리홀리데이(ORDINARY HOLIDAY) 아가일카라가디건 ARGYLE COLLAR GARDIGAN,https://store.musinsa.com/app/goods/2533870,top,Cardigan,winter,formal,여,여름가디건 여름니트 반팔티 반팔니트 니트 카디건 봄가디건,Female Printed Round Neck Short Sleeves,오 디너 리 홀리데이 아가 일 카라 가디건 여름 가디건 여름 니트 반팔 티 반팔 니트 니트 카디건 봄 가디건 
1882,시티브리즈(CITY BREEZE) [22SS] 퍼프 반팔 크롭 가디건_PINK,https://store.musinsa.com/app/goods/2362561,top,Cardigan,winter,formal,여,,Female Long Sleeved,퍼프 반팔 가디건 
1883,아치더(ARCHTHE) Round Neck Cardigan,https://store.musinsa.com/app/goods/2534280,top,Cardigan,winter,formal,여,KNIT CARDIGAN 니트 가디건,Female Long Sleeved,아치 더 니트 가디건 
1884,아치더(ARCHTHE) Wide Knit Cardigan,https://store.musinsa.com/app/goods/2535223,top,Cardigan,winter,formal,여,니트 니트가디건 가디건 여름가디건 여름니트 롱가디건,Female Long Sleeved,아치 더 니트 니트 가디건 가디건 여름 가디건 여름 니트 
1885,오디너리홀리데이(ORDINARY HOLIDAY) 골지집업가디건 RIBBED ZIP-UP CARDIGAN,https://store.musinsa.com/app/goods/2533864,top,Cardigan,winter,formal,여,니트가디건 가디건 반팔니트 니트 여름가디건 봄가디건 여자가디건,Female Round Neck Short Sleeves,오 디너 리 홀리데이 골 지 집 업 가디건 니트 가디건 가디건 반팔 니트 니트 여름 가디건 봄 가디건 여자 가디건 
1886,오디너리홀리데이(ORDINARY HOLIDAY) 부클사가디건 BOUCLE GARDIGAN,https://store.musinsa.com/app/goods/2533872,top,Cardigan,winter,formal,여,여름가디건 니트가디건 봄가디건 카디건 반팔니트 니트 가디건,Blouses Chiffon Female Long Sleeved Round Neck Short Sleeves,오 디너 리 홀리데이 부 사가 디 건 여름 가디건 니트 가디건 봄 가디건 카디건 반팔 니트 니트 가디건 
1887,오디너리홀리데이(ORDINARY HOLIDAY) 솔리드크롭가디건세트 SOLID CROP CARDIGAN SET,https://store.musinsa.com/app/goods/2534136,top,Cardigan,winter,formal,여,가디건 여자가디건 봄가디건 반팔니트 카디건 여름가디건 여름니트,Female Round Neck Short Sleeves,오 디너 리 홀리데이 가디건 여자 가디건 봄 가디건 반팔 니트 카디건 여름 가디건 여름 니트 
